text,aspect,v,a,id,category,opinion,source
"but , honesty , for the intended use case of a budget chromebook ( youtube , bill paying , amazon prime watching machine ) this difference is negligible .",chromebook,6.62,7.0,laptop_quad_dev_127,LAPTOP#QUALITY,negligible,eng_laptop_train_alltasks
i also don ' t want the power cord draped down the right side and annoying me .,power cord,3.5,5.33,laptop_quad_dev_128,POWERSUPPLY#DESIGNFEATURES,annoying,eng_laptop_train_alltasks
i was pleasantly surprised at how good it is .,NULL,7.67,7.83,laptop_quad_dev_129,LAPTOP#GENERAL,pleasantly,eng_laptop_train_alltasks
i was pleasantly surprised at how good it is .,NULL,7.67,7.67,laptop_quad_dev_129,LAPTOP#GENERAL,good,eng_laptop_train_alltasks
"as a windows and mac user , i wasn ' t sure if i could benefit from using chromeos , but i find myself using it more than i anticipated .",NULL,5.25,5.12,laptop_quad_dev_130,OS#GENERAL,NULL,eng_laptop_train_alltasks
i was extremely hesitant to buy a used macbook pro ( it ' s still a lot of money ) but so far am surprisingly pleased with it .,macbook pro,6.0,5.83,laptop_quad_dev_131,LAPTOP#GENERAL,extremely hesitant,eng_laptop_train_alltasks
i was extremely hesitant to buy a used macbook pro ( it ' s still a lot of money ) but so far am surprisingly pleased with it .,macbook pro,7.33,7.5,laptop_quad_dev_131,LAPTOP#GENERAL,surprisingly pleased,eng_laptop_train_alltasks
"- new ports that were not in the 2011 model : hdmi port , extra thunderbolt video port ( now it has two instead of one )",ports,7.67,7.83,laptop_quad_dev_132,PORTS#GENERAL,new,eng_laptop_train_alltasks
i had the chance to test the new radeon graphics card and it ' s really good .,radeon graphics card,6.5,6.38,laptop_quad_dev_133,GRAPHICS#GENERAL,really good,eng_laptop_train_alltasks
"honestly , i think nobody uses these ports anyway .",ports,4.88,4.33,laptop_quad_dev_134,PORTS#GENERAL,NULL,eng_laptop_train_alltasks
"maybe that ' s a consequence of how the retina display is built , but yeah , it ' s harder to keep the screen clean .",screen,4.62,4.12,laptop_quad_dev_135,DISPLAY#GENERAL,NULL,eng_laptop_train_alltasks
"i do wish the screen were bigger , but i had to go with the 13 due to budget constraints , so that ' s on me .",screen,5.25,4.62,laptop_quad_dev_136,DISPLAY#GENERAL,NULL,eng_laptop_train_alltasks
these macbook pro computers are expensive .,macbook pro computers,3.67,5.83,laptop_quad_dev_137,LAPTOP#PRICE,expensive,eng_laptop_train_alltasks
i think for others they are just buying into the brand .,brand,4.5,5.17,laptop_quad_dev_138,COMPANY#GENERAL,NULL,eng_laptop_train_alltasks
i love the retina display .,retina display,7.62,7.75,laptop_quad_dev_139,DISPLAY#GENERAL,love,eng_laptop_train_alltasks
i am extremely happy with this laptop .,laptop,8.12,8.25,laptop_quad_dev_140,LAPTOP#GENERAL,extremely happy,eng_laptop_train_alltasks
"it doesn ' t effect any of the functionality , but it was a little disappointing to open the box to see a dent on something i ' d just spend $ 1 , 000 on .",dent,3.3,4.25,laptop_quad_dev_141,LAPTOP#GENERAL,a little disappointing,eng_laptop_train_alltasks
it worked perfectly right out of the box .,NULL,8.38,8.25,laptop_quad_dev_142,LAPTOP#OPERATION_PERFORMANCE,perfectly,eng_laptop_train_alltasks
great product !,product,7.17,7.33,laptop_quad_dev_143,LAPTOP#GENERAL,great,eng_laptop_train_alltasks
"battery issues aside , i really love this laptop and it is easily the nicest piece of electronics i have ever owned .",battery,4.83,5.17,laptop_quad_dev_144,BATTERY#GENERAL,NULL,eng_laptop_train_alltasks
"battery issues aside , i really love this laptop and it is easily the nicest piece of electronics i have ever owned .",laptop,7.5,7.67,laptop_quad_dev_144,LAPTOP#GENERAL,really love,eng_laptop_train_alltasks
"neat and sleek build , great display and very nice os",build,7.0,7.17,laptop_quad_dev_145,LAPTOP#DESIGN_FEATURES,neat,eng_laptop_train_alltasks
"neat and sleek build , great display and very nice os",build,7.17,7.33,laptop_quad_dev_145,LAPTOP#DESIGN_FEATURES,sleek,eng_laptop_train_alltasks
"neat and sleek build , great display and very nice os",display,7.5,7.5,laptop_quad_dev_145,DISPLAY#GENERAL,great,eng_laptop_train_alltasks
"neat and sleek build , great display and very nice os",os,7.0,7.0,laptop_quad_dev_145,OS#GENERAL,very nice,eng_laptop_train_alltasks
"the new touchpad takes a little getting used to , but otherwise it ' s been perfect .",touchpad,5.0,5.0,laptop_quad_dev_146,KEYBOARD#GENERAL,NULL,eng_laptop_train_alltasks
"the new touchpad takes a little getting used to , but otherwise it ' s been perfect .",NULL,8.33,8.5,laptop_quad_dev_146,LAPTOP#GENERAL,perfect,eng_laptop_train_alltasks
the retina screen is amazing .,retina screen,8.12,8.25,laptop_quad_dev_147,DISPLAY#OPERATION_PERFORMANCE,amazing,eng_laptop_train_alltasks
less of a fault of the much lauded diving board and more a factor of the very well designed new hardware .,hardware,6.25,6.25,laptop_quad_dev_148,HARDWARE#DESIGN_FEATURES,very well,eng_laptop_train_alltasks
"not to mention , the touchbar is just another gimmicky addition to the future of apple ( really not as effective as one would think ) .",touchbar,3.62,7.25,laptop_quad_dev_149,KEYBOARD#GENERAL,gimmicky,eng_laptop_train_alltasks
a great computer !,computer,8.12,8.0,laptop_quad_dev_150,LAPTOP#GENERAL,great,eng_laptop_train_alltasks
battery life is a huge plus !,battery life,5.0,5.0,laptop_quad_dev_151,BATTERY#OPERATION_PERFORMANCE,NULL,eng_laptop_train_alltasks
such a nice mac,mac,7.12,6.75,laptop_quad_dev_152,LAPTOP#GENERAL,nice,eng_laptop_train_alltasks
price was very good and met my expectations also shipping was very quick .,NULL,7.0,7.25,laptop_quad_dev_153,LAPTOP#PRICE,very good,eng_laptop_train_alltasks
price was very good and met my expectations also shipping was very quick .,shipping,7.25,7.5,laptop_quad_dev_153,SHIPPING#GENERAL,very quick,eng_laptop_train_alltasks
"however , i have to remove one star for the very unreliable magnetic charging connector .",charging connector,4.67,4.67,laptop_quad_dev_154,POWERSUPPLY#DESIGNFEATURES,NULL,eng_laptop_train_alltasks
my first mac is awesome !,mac,8.5,8.38,laptop_quad_dev_155,LAPTOP#GENERAL,awesome,eng_laptop_train_alltasks
it arrived on time and in excellent condition and my hubby has been happily using it now for several weeks with no problems .,NULL,8.12,8.0,laptop_quad_dev_156,SHIPPING#GENERAL,excellent,eng_laptop_train_alltasks
it arrived on time and in excellent condition and my hubby has been happily using it now for several weeks with no problems .,NULL,7.88,7.88,laptop_quad_dev_156,LAPTOP#GENERAL,happily,eng_laptop_train_alltasks
this laptop has all the necessary ports .,laptop,6.3,6.3,laptop_quad_dev_157,LAPTOP#DESIGN_FEATURES,NULL,eng_laptop_train_alltasks
"as i bought 13 inch model , it is very portable .",model,6.75,6.62,laptop_quad_dev_158,LAPTOP#PORTABILITY,very portable,eng_laptop_train_alltasks
i ' ve been extremely impressed by this device .,device,7.75,8.0,laptop_quad_dev_159,LAPTOP#GENERAL,extremely impressed,eng_laptop_train_alltasks
overall : i ' m super happy with this product .,product,8.0,8.38,laptop_quad_dev_160,LAPTOP#GENERAL,super happy,eng_laptop_train_alltasks
"it feels responsive to me , and i went to settings to customize the speed , clicking , and scrolling .",NULL,7.67,7.67,laptop_quad_dev_161,HARDWARE#OPERATION_PERFORMANCE,responsive,eng_laptop_train_alltasks
the only drawback is that it only comes with 32 gb of hard drive .,hard drive,3.75,6.25,laptop_quad_dev_162,HARDDISK#DESIGNFEATURES,drawback,eng_laptop_train_alltasks
configuring the printer was a little tricky but not bad .,printer,5.5,5.83,laptop_quad_dev_163,MULTIMEDIADEVICES#OPERATIONPERFORMANCE,not bad,eng_laptop_train_alltasks
my desktop runs all my video editing software for my bigger and most demanding projects and mylaptop is great for editing video and running pc games in places other than my home ( like school ! ),mylaptop,8.25,8.12,laptop_quad_dev_164,LAPTOP#MISCELLANEOUS,great,eng_laptop_train_alltasks
either they were so slow i couldn ' t get any work done or they just flat out broke after a couple months .,NULL,2.62,5.12,laptop_quad_dev_165,LAPTOP#OPERATION_PERFORMANCE,so slow,eng_laptop_train_alltasks
this is where the r11 gets interesting .,r11,7.1,7.0,laptop_quad_dev_166,LAPTOP#USABILITY,interesting,eng_laptop_train_alltasks
i have not had any freezing or screen flashing issues .,screen,6.38,6.12,laptop_quad_dev_167,DISPLAY#OPERATION_PERFORMANCE,NULL,eng_laptop_train_alltasks
i guess i got one of the good ones as i have had no trouble at all .,NULL,6.88,6.88,laptop_quad_dev_168,LAPTOP#GENERAL,good,eng_laptop_train_alltasks
"did i mention , i can access all my word , excel , and powerpoint files using the google apps .",google apps,5.25,5.25,laptop_quad_dev_169,SOFTWARE#USABILITY,NULL,eng_laptop_train_alltasks
i have had it about 4 days and have been checking out how well it runs my favorite android apps .,NULL,6.88,7.12,laptop_quad_dev_170,LAPTOP#OPERATION_PERFORMANCE,well,eng_laptop_train_alltasks
i have had it about 4 days and have been checking out how well it runs my favorite android apps .,android apps,7.25,7.38,laptop_quad_dev_170,SOFTWARE#OPERATION_PERFORMANCE,favorite,eng_laptop_train_alltasks
"unfortunately , this particular computer is 100 % unusable after only 2 years and 2 weeks .",computer,2.25,7.5,laptop_quad_dev_171,LAPTOP#USABILITY,unusable,eng_laptop_train_alltasks
it is a timeless design and a very respectable screen .,design,7.67,7.83,laptop_quad_dev_172,LAPTOP#DESIGN_FEATURES,timeless,eng_laptop_train_alltasks
it is a timeless design and a very respectable screen .,screen,7.83,8.0,laptop_quad_dev_172,DISPLAY#GENERAL,very respectable,eng_laptop_train_alltasks
"i ' m disappointed with macbook pro 15 "" because sometimes charger macbook pro 15 "" running overheating !",NULL,2.83,7.17,laptop_quad_dev_173,LAPTOP#GENERAL,disappointed,eng_laptop_train_alltasks
"i ' m disappointed with macbook pro 15 "" because sometimes charger macbook pro 15 "" running overheating !",NULL,2.83,7.17,laptop_quad_dev_173,POWERSUPPLY#OPERATIONPERFORMANCE,NULL,eng_laptop_train_alltasks
"apple has always priced their hardware high , but you could always make an argument for the style , nice hardware and the unique osx experience .",hardware,7.0,7.5,laptop_quad_dev_174,COMPANY#PRICE,high,eng_laptop_train_alltasks
"apple has always priced their hardware high , but you could always make an argument for the style , nice hardware and the unique osx experience .",NULL,7.0,7.5,laptop_quad_dev_174,LAPTOP#DESIGN_FEATURES,NULL,eng_laptop_train_alltasks
"apple has always priced their hardware high , but you could always make an argument for the style , nice hardware and the unique osx experience .",NULL,7.0,7.5,laptop_quad_dev_174,HARDWARE#GENERAL,nice,eng_laptop_train_alltasks
"apple has always priced their hardware high , but you could always make an argument for the style , nice hardware and the unique osx experience .",osx,7.0,7.5,laptop_quad_dev_174,OS#GENERAL,unique,eng_laptop_train_alltasks
* extremely weak graphics card .,graphics card,2.5,7.9,laptop_quad_dev_175,GRAPHICS#OPERATION_PERFORMANCE,NULL,eng_laptop_train_alltasks
the intel iris sucks .,intel iris,3.38,6.38,laptop_quad_dev_176,HARDDISK#OPERATIONPERFORMANCE,sucks,eng_laptop_train_alltasks
i can ' t use my printer because it ' s not supported .,printer,3.5,6.5,laptop_quad_dev_177,PORTS#USABILITY,NULL,eng_laptop_train_alltasks
usb port go dead until i do a restart .,usb port,5.0,5.12,laptop_quad_dev_178,PORTS#OPERATION_PERFORMANCE,NULL,eng_laptop_train_alltasks
"now i ' m just down to some gripes that are probably here to stay : the bluetooth on this thing is really fussy , the non - functional video output ( using usb - c video out through an hdmi cable sends just a blank desktop background and no audio , even if i am playing a movie or youtube visibly on the c302 screen ) , and that it can ' t hold a vpn connection without dropping it every 20 - 30 minutes .",bluetooth,4.0,5.33,laptop_quad_dev_179,HARDWARE#OPERATION_PERFORMANCE,really fussy,eng_laptop_train_alltasks
"now i ' m just down to some gripes that are probably here to stay : the bluetooth on this thing is really fussy , the non - functional video output ( using usb - c video out through an hdmi cable sends just a blank desktop background and no audio , even if i am playing a movie or youtube visibly on the c302 screen ) , and that it can ' t hold a vpn connection without dropping it every 20 - 30 minutes .",NULL,5.0,5.0,laptop_quad_dev_179,LAPTOP#CONNECTIVITY,NULL,eng_laptop_train_alltasks
"sometimes they felt a bit half - baked , but i loved the idea , and the keyboard made a world of difference in what you could do with that tablet .",NULL,6.75,6.62,laptop_quad_dev_180,LAPTOP#GENERAL,loved,eng_laptop_train_alltasks
"sometimes they felt a bit half - baked , but i loved the idea , and the keyboard made a world of difference in what you could do with that tablet .",keyboard,6.38,6.25,laptop_quad_dev_180,KEYBOARD#GENERAL,NULL,eng_laptop_train_alltasks
- good screen .,screen,6.75,6.5,laptop_quad_dev_181,DISPLAY#GENERAL,good,eng_laptop_train_alltasks
"this seems to be a somewhat common issue with chromebooks but this asus model doesn ' t have a way to preform an external reset , which is a big problem if you ' ve setup any personal info on it and it has to be sent back .",asus model,3.5,5.9,laptop_quad_dev_182,LAPTOP#GENERAL,NULL,eng_laptop_train_alltasks
the funny part is that the customer service people have been great but they have no control to take care of problems .,customer service,7.17,7.33,laptop_quad_dev_183,SUPPORT#GENERAL,great,eng_laptop_train_alltasks
"all metal body , very slim form factor , and has a pretty decent touchscreen .",factor,7.0,7.0,laptop_quad_dev_184,LAPTOP#DESIGN_FEATURES,very slim,eng_laptop_train_alltasks
"all metal body , very slim form factor , and has a pretty decent touchscreen .",touchscreen,7.12,7.12,laptop_quad_dev_184,DISPLAY#GENERAL,pretty decent,eng_laptop_train_alltasks
"as others have already reported , the headphone jack produces extremely weak volume , even at max .",headphone jack,5.0,5.0,laptop_quad_dev_185,MULTIMEDIADEVICES#OPERATIONPERFORMANCE,NULL,eng_laptop_train_alltasks
"anyhow , within a week , the speakers started crackling annoyingly when watching videos , or playing games .",speakers,3.12,6.5,laptop_quad_dev_186,MULTIMEDIADEVICES#OPERATIONPERFORMANCE,crackling annoyingly,eng_laptop_train_alltasks
"unlike other asus laptops i ' ve tried , this unit won the display roulette .",unit,5.38,5.25,laptop_quad_dev_187,LAPTOP#DESIGN_FEATURES,NULL,eng_laptop_train_alltasks
"the native chrome os media player would play the files from the drive but had very limited playback capabilities , i could not get it to play all , only repeat one , suffice to say i was frustrated at that point and did not feel like googling how to make a media player do what others just do .",native chrome os media player,2.62,6.88,laptop_quad_dev_188,SOFTWARE#OPERATION_PERFORMANCE,frustrated,eng_laptop_train_alltasks
i like the security built in .,NULL,7.0,7.0,laptop_quad_dev_189,SOFTWARE#GENERAL,like,eng_laptop_train_alltasks
"if i had it to do over , i would not purchase this computer .",computer,3.1,6.3,laptop_quad_dev_190,LAPTOP#GENERAL,NULL,eng_laptop_train_alltasks
"the first issue is that the speakers are on either side of the computer , and you can barely hear them on max volume .",speakers,4.75,4.75,laptop_quad_dev_191,MULTIMEDIADEVICES#DESIGNFEATURES,NULL,eng_laptop_train_alltasks
it also had charging problems and got terrible warranty support .,NULL,4.12,4.88,laptop_quad_dev_192,POWER_SUPPLY#GENERAL,NULL,eng_laptop_train_alltasks
it also had charging problems and got terrible warranty support .,warranty support,2.5,5.0,laptop_quad_dev_192,WARRANTY#GENERAL,terrible,eng_laptop_train_alltasks
i got the same failure to charge issue that others have reported .,charge,4.38,5.5,laptop_quad_dev_193,POWER_SUPPLY#GENERAL,NULL,eng_laptop_train_alltasks
"if bluetooth devices worked with this chromebook it would get 5 stars , but this is the least reliable device in regards to bluetooth i have ever owned .",chromebook,5.0,5.0,laptop_quad_dev_194,LAPTOP#GENERAL,NULL,eng_laptop_train_alltasks
i feel like i bought a decent machine but it ' s unable to handle the ram workload .,machine,6.25,6.12,laptop_quad_dev_195,LAPTOP#GENERAL,decent,eng_laptop_train_alltasks
i feel like i bought a decent machine but it ' s unable to handle the ram workload .,machine,4.0,6.25,laptop_quad_dev_195,LAPTOP#OPERATION_PERFORMANCE,NULL,eng_laptop_train_alltasks
i don ' t think that i was adequately prepared for how dark the screen is at its highest brightness in comparison to other devices .,screen,4.25,5.38,laptop_quad_dev_196,DISPLAY#DESIGN_FEATURES,NULL,eng_laptop_train_alltasks
